Texto,Label Sobre Produto,Label Sobre Loja,Polaridade do review,,,,,,,
Produtos lindos e de excelente qualidade.,,Store,,,,,,,,
"Resebi o produto rápido, isso que mais me deixou satisfeito.",,Store,,,,,,,,
"Péssimo. Adquiri dois cabos para carregar iPhone 4 e um deles já veio quebrado. Me enviaram outro em substituição....que também veio quebrado! Não funciona! Não carrega! Paguei por dois cabos, tenho apenas um e fiquei no prejuízo. Não recomendo a ninguém!",,Store,,,,,,,,
Além de entregar muito rápido a empresa se preocupa com o andamento do produto deixando o cliente despreocupado.Parabéns!,,Store,,,,,,,,
Porque há pessoas sérias no que fazem,,Store,,,,,,,,
Rápida e eficiente.,,Store,,,,,,,,
Adoto os produtos de vocês.,,Store,,,,,,,,
"Muitoo boa comprei um produto errado, estornaram o dinheiro na hora. E logo depois fiz outra compra que chegou rápido e pontualmente.",,Store,,,,,,,,
"Tive um certo problema nas comunicações por email que recebi, mas que acabaram sendo solucionados.",,Store,,,,,,,,
boa experiencia .em breve vou fazer novas compras.,,Store,,,,,,,,
Bom atendimento e produto entregue no prazo!,,Store,,,,,,,,
Gostei. Vcs precisam manter o cadastro dos clientes. Já fiz varias compras nesse site e percebo que o passado sumiu.,,Store,,,,,,,,
"Ótimo, super rápido a entrega, chegou antes do prazo e tudo em perfeitas condições.",,Store,,,,,,,,
um roller perfeito <3,Product,,,,,,,,,
Entrega perfeita e no prazo,,Store,,,,,,,,
Pulseira muito bonita. Produtos acompanham o certificado de garantia. Embalagem personalizada e caixa para guardar o produto. Chegou no prazo adequado. Excelente serviço.,,Store,,,,,,,,
"Feliz em conhecer o trabalho de vocês, estão de Parabens",,Store,,,,,,,,
O ecommerce do Bóticario é incrível,,Store,,,,,,,,
"Primeira vez que comprei na loja, tive o pagamento aprovado imediatamente e o produto foi entregue em um prazo muito curto.",,Store,,,,,,,,
o frete por motoboy poderia ser mais em conta.,,Store,,,,,,,,
Pois sempre entrega no prazo e tem ótimos preços,,Store,,,,,,,,
"Bons preços e entrega rápida, precisa de algo a mais?",,Store,,,,,,,,
Loja que respeita o cliente.,,Store,,,,,,,,
Otimo atendimento e chegou antes do previsto.,,Store,,,,,,,,
"Loja responsável, senti confiança do momento da compra até receber os produtos em casa.",,Store,,,,,,,,
Loja confiável e rápida na entrega!,,Store,,,,,,,,
"Sp comprei nessa loja, a primeira pela internet mas tem a mesma qualidade",,Store,,,,,,,,
"A compra correu muito bem; a loja é atenciosa com o cliente. só o pós-vendas que é um pouco demorado, mas nada que preocupe.",,Store,,,,,,,,
Muito rápida a entrega e ótimo produto!,,Store,,,,,,,,
Ja enviei 2 emails falando da minha insatisfacao da antena retratil.,,Store,,,,,,,,
Bom preço e qualidade.,,Store,,,,,,,,
Entrega rápida. Bons produtos.,,Store,,,,,,,,
"O site poderia ser um pouco melhor, principalmente ter mais fotos para ver o produto melhor. Comprei as calcinhas sem ter muita certeza de como era o modelo e tal. Dei sorte porque adorei! Porém, poderia não ter gostado. Minha sugestão fica para melhorarem as fotos e descrições dos produtos.",,Store,,,,,,,,
"ótimo! Chegou rápido e numa caixinha muito bonita, adorei, pois foi pra dar de presente!",,Store,,,,,,,,
Muito bem atendido bastante variedade,,Store,,,,,,,,
UM PARQUE DE DIVERSÕES PRA ADULTOS.,,Store,,,,,,,,
"Produto com boa descrição e apresentação, com qualidade nos materiais, rapidez no envio, qualidade da embalagem, rapidez na resposta às perguntas. Boa publicidade.",,Store,,,,,,,,
"Atendimento rápido, vendedora atenciosa! Recomendo....",,Store,,,,,,,,
A loja é fiel tanto na compra como na entrega . É rápida .,,Store,,,,,,,,
Penso que poderiam oferecer mais opções de cores.,,Store,,,,,,,,
"Site muito completo, fácil acesso. Muito bom!Recomendo!!",,Store,,,,,,,,
"Entrega sempre no prazo estabelecido, recomendadíssimo!",,Store,,,,,,,,
"Os produtos tem qualidade, sempre chegam rápido e são baratos. Só tem que prestar atenção nas calças que podem ser um pouco transparentes.",,Store,,,,,,,,
"Muito prático, rápido e seguro.",,Store,,,,,,,,
Excelente. Empresa ágil e confiável.,,Store,,,,,,,,
É e sempre será a minha Editora preferida sem dúvidas honra nome que tem seriedade sinceridade respeito com o povo a nós todos os evangélicos Sem dúvida alguma apaixonados por essa editora,,Store,,,,,,,,
"muito bom o material, adorei",Product,,,,,,,,,
Muito bom. Só não gostei dessa compra.,,Store,,,,,,,,
dedicada as avaliações feitas pelo cliente! Já notei que as sugestões que fiz anteriormente foram significativas e houve mudanças....ótimo!,,Store,,,,,,,,
entrega no prazo,,Store,,,,,,,,
"pontualidade na entrega, site bem elaborado.",,Store,,,,,,,,
Simples e agravável e bastante intuitiva.\nGostei muito,,Store,,,,,,,,
"Super acaso encontrei esta loja. Comprei sem susto, resultado surpreendente, gostei muito",,Store,,,,,,,,
estava na promoção!!!!,,Store,,,,,,,,
Melhor atendimento. Nerdstore arrebentando como sempre.,,Store,,,,,,,,
"Entregou super rapido, fez a cobrança certinho. São super eficiente e eficaz, super indico!",,Store,,,,,,,,
"Tenho comprado produtos somente da Marquinhos motos, pois nela encontro tudo que preciso, com qualidade e agilidade de entrega.",,Store,,,,,,,,
"Procurando na internet, localizei o site e nele o produto que atendia minhas necessidades",,Store,,,,,,,,
entrega rapida e preço bom e bem embalado!,,Store,,,,,,,,
loja muito responsavel e rápida!,,Store,,,,,,,,
Atendimento excelente conforme anuncio.,,Store,,,,,,,,
Primeira compra e estou muito satisfeita. Feliz pelos meus produtos. Parabéns pelo atendimento e agilidade.,,Store,,,,,,,,
ÓTIMA LOJA,,Store,,,,,,,,
ótima loja!,,Store,,,,,,,,
Tem compromisso e respeito com o cliente!,,Store,,,,,,,,
a loja é muito boa muito correta.,,Store,,,,,,,,
Super fácil finalizar às compras. Fazem tudo para ganhar um cliente. Super profissionais.,,Store,,,,,,,,
"A compra foi ótima, negociação super tranquila e entrega rápida.",,Store,,,,,,,,
Gostei dos valores,,Store,,,,,,,,
"a loja é ótima super rapido na entrega, e os atendentes nem si fala são os melhores",,Store,,,,,,,,
Os produtos sempre chegam mais rápido que no prazo estabelecido,,Store,,,,,,,,
Esta loja é excepcional.,,Store,,,,,,,,
"Lojá super confiável, vendedor muito atencioso, e os produtos de primeira.\nSuper recomendo!!!",,Store,,,,,,,,
Encontrei nela o que estava procurando,,Store,,,,,,,,
"Bons preços nos pneus, porém, puseram empecilhos para fazer o alinhamento das rodas na tentativa de empurrar mais serviços. Troquei apenas os pneus e fiz o alinhamento em outra loja.",,Store,,,,,,,,
Devido ao atraso na entrega.,,Store,,,,,,,,
Cumpriu prazo e o produto é igusl ao descrito.,,Store,,,,,,,,
Loja muito prestativa,,Store,,,,,,,,
Entrega muito rápida e os produtos em perfeitas condições,,Store,,,,,,,,
Eficiência com qualidade.,,Store,,,,,,,,
"Loja séria e responsável, compro aí a bastante tempo, tirando a parte dos valores um pouco altos dos fretes de vez enquanto, no mais, loja 100%.",,Store,,,,,,,,
Bom atendimento. Quando precisei tirar dúvidas fui bem atendida e esclarecida. Da próxima vez já sei onde com,,Store,,,,,,,,
Eu achei espetacular.Estou muito satisfeita com o produto e com o atendimento.,,Store,,,,,,,,
Seguro. A entrega é rápida. Vale a pena.\n\n,,Store,,,,,,,,
sempre bom e confiante comprar no Compracerta,,Store,,,,,,,,
"Ótimo atendimento, super atenciosos e material de qualidade. Gostei tanto que já efetuei outra compra. Recomendo",,Store,,,,,,,,
muito bom,,Store,,,,,,,,
produtos confiaveis,,Store,,,,,,,,
Sempre bom. Ótima entrega.,,Store,,,,,,,,
"prazo para entrega rapido, sem frete e chegou  tudo perfeito",,Store,,,,,,,,
"O processo de compra foi super tranquilo , entrega antes do prazo final ,embalagem ok,tudo perfeito !",,Store,,,,,,,,
entrega rápida e confiável,,Store,,,,,,,,
Foi muito bem atendida ...e meu produto chegou certinho e no prazo estipulado ...obrigado,,Store,,,,,,,,
"Eu cliquei na nota errada, a nota para a Loja é 5. Chegou muito rápido e me ligaram para confirmar o endereço. Estão de Parabéns.",,Store,,,,,,,,
a loja é muito enrolada na hora da entrega,,Store,,,,,,,,
Fez o processo tudo certinho,,Store,,,,,,,,
Bom atendimento e agilidade,,Store,,,,,,,,
comprei 5 peças de roupa e nenhuma serviu,Product,,,,,,,,,
"A entrega foi ótima, chegou até antes do esperado.",,Store,,,,,,,,
Sempre muito atenciosos e rápidos na entrega. Sou cliente de carteirinha.,,,,,,,,,,
gostei muito da infogrill. Excelente para grelhar carnes de modo geral.,Product,,,,,,,,,
"Sempre comprei na Marquinhos. Nunca tive problemas, os preços são competitivos e a plataforma nunca deixou a desejar. Recomendo.",,Store,,,,,,,,
Foi minha  primeira vez gostei a entrega dentro do prazo,,Store,,,,,,,,
Atendimento em todos os quesitos até a entrega. Produto em perfeita condições.,,Store,,,,,,,,
"PRIMEIRA COMPRA E CORREU TUDO BEM,",,Store,,,,,,,,
pq sempre aparecia no meu face então resolvi compra nessa loja mas eu gostei do atendimento,,Store,,,,,,,,
"A primeira vez q comprei, levei um basta susto!!! Porem, imediatamente solucionado e foi isso q me consquistou. Confio plenamente na ilha da beleza!!! Excelente atendimento. Super indico!!!!",,Store,,,,,,,,
Entrega antes do prazo,,Store,,,,,,,,
"Porque o produto veio violado e tive que postar nos Correios para troca e aguardar todo o protocolo,  que por sinal muito burocrático",,Store,,,,,,,,
ótimo! Produto no prazo e bem embalado.,,Store,,,,,,,,
Só posso melhorar a minha opinião depois de receber a minha nota fiscal.,,Store,,,,,,,,
A entrega ocorreu dentro do prazo. Só a embalagem que chegou um pouco danificada.,,Store,,,,,,,,
Maravilhoso otimo super hiper hidratacao,Product,,,,,,,,,
"Nunca tive problema ao comprar nesta loja. Site de fácil acesso, entrega pontual, produtos de qualidade e bons preços.",,Store,,,,,,,,
"Entrega correta, tudo ok",,Store,,,,,,,,
Facilidade e praticidade.,,Store,,,,,,,,
"Gosto bastante de comprar online, só acho que poderia mandar algumas amostras para que possamos provar.",,Store,,,,,,,,
"Recebi o produto em perfeitas condições e a entrega foi exatamente como o esperado, além da ótima comunicação via telefone informando todo o andamento da compra. Foi minha primeira experiência com a loja e estou muito satisfeito.",,Store,,,,,,,,
É uma loja confiável.,,Store,,,,,,,,
Atendimento nota mil. Compra monitorada e informada a todo tempo via e-mail. Loja muito profissional. Recomendo!!!,,Store,,,,,,,,
"O pagamento do frete acaba saindo mais caro a compra, principalmente quando temos que andar muito para efetuar troca. Há poucas lojas em BH.",,Store,,,,,,,,
"Pelo nome, acho que é uma loja responsável.",,Store,,,,,,,,
atendmento perfeito e rápido,,Store,,,,,,,,
"Empresa compromissada, ágil e seria. A encontrei por acaso, através de um site de busca, e recomendo a todo os praticantes de MX. Muito feliz",,Store,,,,,,,,
"Excellente a funcionaria sra. Bruna,atenciosissima,paciente, e muito educada.",,Store,,,,,,,,
"SOU CLIENTE , POR QUE ENCONTRO QUALIDADE , CONFIANÇA E UM EXCELENTE ATENDIMENTO E SUPORTE DESDE A COMPRA ATE A ENTREGA . PARABENS A TODA EQUIPE MARQUINHO MOTOS .",,Store,,,,,,,,
"Atendimento rápido, site fácil de comprar, poderiam dividir mais vezes sem juros, ficaria perfeito.",,Store,,,,,,,,
"Gostei demais,confiável e a entrega foi imediata....",,Store,,,,,,,,
Excelente!!!!,,Store,,,,,,,,
porque foram pontuais com a entrega,,Store,,,,,,,,
O atendimento foi muito bom como sempre,,Store,,,,,,,,
"Os produtos comprados vieram muito bem embalados, o pagamento pode ser feito via mercado pago, o que deu mais segurança, a entrega realizada dentro do prazo.",,Store,,,,,,,,
"A compra online é excelente, além de trazer vantagens e ótima opção de parcelamento, as pontuações são ótimos descontos. A loja é perfeita.",,Store,,,,,,,,
"Tive problemas no site, mas foi resolvido de imediato. Não tive problemas nenhum com a entrega dos produtos.",,Store,,,,,,,,
Porque ainda não recebi o produto.,,Store,,,,,,,,
"rápido a entrega, isso é muito bom.",,Store,,,,,,,,
Melhor custo benefício que achei!,,Store,,,,,,,,
A experiência de compra foi excelente.,,Store,,,,,,,,
comprou dois produtos e somente recebi um. COMO VAI FICAR? ATÉ AGORA NINGUÉM ENTROU EM CONTATO.,,Store,,,,,,,,
Ótima experiência!,,Store,,,,,,,,
"Correu tudo bem, conforme acordado e a um preço justo mai barato que na autorizda consul",,Store,,,,,,,,
"A loja pra mim e nota mil,virei cliente sempre que precisar voltarei a comprar,nota mil em todos os requisitos, obrigado pelo compromisso com os clientes,chegou antes do prazo isso me deixou muito feliz,podem comprar eu recomendo.",,Store,,,,,,,,
entrega muito rápida e a loja muito confiável. Comprarei sempre...vcs são ótimos!,,Store,,,,,,,,
10 MUITO BOM COMPRAR E ENTREGA RAPIDA,,Store,,,,,,,,
Site confiavel e muito agil super recomendo...,,Store,,,,,,,,
"Melhor site que ja fiz compra, mais barato material bom, pena que quando fui comprar mais os utensilios de cozinha estão em falta.  Fiquei muito satisfeita e recomendei para todas as amigas e parentes ninguem acreditava no prazo chegou muito antes  uma geladeira e muitos utensilios de cozinha.\n",,Store,,,,,,,,
"Entrega rapida, produto muito bem embalado.",,Store,,,,,,,,
"Produto otimo, preço excelente!",,Store,,,,,,,,
"Pagamento simples, entrega rápida e embalagem impecável.",,Store,,,,,,,,
Fácil de comprar e entrega super rapida,,Store,,,,,,,,
"Ótimo atendimento, entrega antes do prazo, recomendo a todos!",,Store,,,,,,,,
"Loja confiavel,entrega no prazo produtos de qualidade.",,Store,,,,,,,,
"A entrega foi rápida, porém não compraria este produto\n",,Store,,,,,,,,
"É muito bom poder comprar com a mesma facilidade da loja física, mas gostaria que fosse mais rápida a entrega ou ter a possibilidade da retirada na loja. Gostaria que também fosse aberto um canal para as revededores poderem comprar os produtos que só tem na loja online.",,Store,,,,,,,,
Sério e bastante rápidos.,,Store,,,,,,,,
Entrega rapida. Preço bom!,,Store,,,,,,,,
Ótima loja para comprar pois possui qualidade no atendimento e comprometimento com o consumidor final.,,Store,,,,,,,,
"Rapida entrega, recomendo",,Store,,,,,,,,
Primeira de muitas compras! Entrega super rápida! Surpreendida positivamente.,,Store,,,,,,,,
fácil e rápido. recomendo.,,Store,,,,,,,,
"Loja super equipada e com preços ótimos, fora as ótimas condições de pagamento!\nSó precisa melhorar em relação a frete, minha opinião.",,Store,,,,,,,,
"Produtos com bom preço, excelente qualidade e chegam muito bem embalados. Super recomendo!!!  Já é minha terceira compra.",,Store,,,,,,,,
"Loja fofa, produto chega bem embalado e antes do prazo.",,Store,,,,,,,,
"Parcelamento facilitado sem juros, frete gratis, exelentes produtos",,Store,,,,,,,,
"Gostei do atendimento,respeito e responsabilidade com o cliente.Jpá recomendo para minhas clientes e em breve voltarei a comprar",,Store,,,,,,,,
comprei no site site de fácil compreensão entrega antes do prazo,,Store,,,,,,,,
"Entrega dentro do prazo estipulado, fui informado através de e-mail de todos os processos desde o fechamento do pedido até a entrega. Muito bom. Parabéns a equipe!",,Store,,,,,,,,
"Entrega rápida, sem problema",,Store,,,,,,,,
Pois fez todo o processo sem demora.,,Store,,,,,,,,
um pouco pesado porém confortável.,,Store,,,,,,,,
Vendedor mais rápido do M.L.,,Store,,,,,,,,
Loja séria e entrega rápida.,,Store,,,,,,,,
achei bom mas e barulhento,Product,Store,,,,,,,,
devido uma falha do funcionario na hora de fornecer o codigo de rastreamento errado.,,Store,,,,,,,,
"Já conhecia a loja fisica, e foi muito prático fazer a compra na virtual.",,Store,,,,,,,,
Porque veio faltando duas peças,,Store,,,,,,,,
Estou aguardando o externo do valor pago,,Store,,,,,,,,
"Produtos excelentes, de primeira !!",Product,,,,,,,,,
Ainda não fiquei satisfeita com o cigarro eletronico não foi minha primeira compra e tenho outros dois que comprei que não funcionam carregam mas não funcionam ai comprei esse ultimo que até agora não está me dando trabalho mas a oferta que comprei da outra vez foi desastrosa não durou nada e estão encostadas. Gostaria de saber se existe alguem que arrume,,Store,,,,,,,,
A loja entregou antes do prazo. Recomendo!,,Store,,,,,,,,
Assisto o programa e inspira confiança,,Store,,,,,,,,
